Ortsnetzkennzahl;Ortsnetzname;KennzeichenAktiv
9826;Weidenbach Mittelfr;1
9827;Lichtenau Mittelfr;1
9828;Rügland;1
9829;Flachslanden;1
9831;Gunzenhausen;1
9832;Wassertrüdingen;1
9833;Heidenheim Mittelfr;1
9834;Theilenhofen;1
9835;Ehingen Mittelfr;1
9836;Gunzenhausen-Cronheim;1
9837;Haundorf;1
9841;Bad Windsheim;1
9842;Uffenheim;1
9843;Burgbernheim;1
9844;Obernzenn;1
9845;Oberdachstetten;1
9846;Ipsheim;1
9847;Ergersheim;1
9848;Simmershofen;1
9851;Dinkelsbühl;1
9852;Feuchtwangen;1
9853;Wilburgstetten;1
9854;Wittelshofen;1
9855;Dentlein a Forst;1
9856;Dürrwangen;1
9857;Schopfloch Mittelfr;1
9861;Rothenburg ob der Tauber;1
9865;Adelshofen Mittelfr;1
9867;Geslau;1
9868;Schillingsfürst;1
9869;Wettringen Mittelfr;1
9871;Windsbach;1
9872;Heilsbronn;1
9873;Abenberg-Wassermungenau;1
9874;Neuendettelsau;1
9875;Wolframs-Eschenbach;1
9876;Rohr Mittelfr;1
9901;Hengersberg Bay;1
9903;Schöllnach;1
9904;Lalling;1
9905;Bernried Niederbay;1
9906;Mariaposching;1
9907;Zenting;1
9908;Schöfweg;1
991;Deggendorf;1
9920;Bischofsmais;1
9921;Regen;1
9922;Zwiesel;1
9923;Teisnach;1
9924;Bodenmais;1
9925;Bayerisch Eisenstein;1
9926;Frauenau;1
9927;Kirchberg Wald;1
9928;Kirchdorf i Wald;1
9929;Ruhmannsfelden;1
9931;Plattling;1
9932;Osterhofen;1
9933;Wallersdorf;1
9935;Stephansposching;1
9936;Wallerfing;1
9937;Oberpöring;1
9938;Moos Niederbay;1
9941;Kötzting;1
9942;Viechtach;1
9943;Lam Oberpf;1
9944;Miltach;1
9945;Arnbruck;1
9946;Hohenwarth b Kötzing;1
9947;Neukirchen b Hl Blut;1
9948;Eschlkam;1
9951;Landau a d Isar;1
9952;Eichendorf;1
9953;Pilsting;1
9954;Simbach Niederbay;1
9955;Mamming;1
9956;Eichendorf-Aufhausen;1
9961;Mitterfels;1
9962;Schwarzach Niederbay;1
9963;Konzell;1
9964;Stallwang;1
9965;Sankt Englmar;1
9966;Wiesenfelden;1
9971;Cham;1
9972;Waldmünchen;1
9973;Furth i Wald;1
9974;Traitsching;1
9975;Waldmünchen-Geigant;1
9976;Rötz;1
9977;Arnschwang;1
9978;Schönthal Oberpf;1

